time	cumDrift(1)	cumDrift(2)	cumDrift(3)	cumSno(1)	cumSubl(1)	cumSubl(2)	cumSubl(3)	SWE(1)	SWE(2)	SWE(3)
units	(mm)	(mm)	(mm)	(mm)	(mm)	(mm)	(mm)	(mm)	(mm)	(mm)
26938.04167	0	0	0	0	0	0	0	0	0	0
26938.08333	0	0	0	0	0	0	0	0	0	0
26938.125	0	0	0	0	0	0	0	0	0	0
26938.16667	0	0	0	0	0	0	0	0	0	0
26938.20833	0	0	0	0	0	0	0	0	0	0
26938.25	0	0	0	0	0	0	0	0	0	0
26938.29167	0	0	0	0	0	0	0	0	0	0
26938.33333	0	0	0	0	0	0	0	0	0	0
26938.375	0	0	0	0	0	0	0	0	0	0
26938.41667	0	0	0	0	0	0	0	0	0	0
26938.45833	0	0	0	0	0	0	0	0	0	0
26938.5	0	0	0	0	0	0	0	0	0	0
26938.54167	0	0	0	0	0	0	0	0	0	0
26938.58333	0	0	0	0	0	0	0	0	0	0
26938.625	0	0	0	0	0	0	0	0	0	0
26938.66667	0	0	0	0	0	0	0	0	0	0
26938.70833	0	0	0	0	0	0	0	0	0	0
26938.75	0	0	0	0	0	0	0	0	0	0
26938.79167	0	0	0	0	0	0	0	0	0	0
26938.83333	0	0	0	0	0	0	0	0	0	0
26938.875	0	0	0	0	0	0	0	0	0	0
26938.91667	0	0	0	0	0	0	0	0	0	0
26938.95833	0	0	0	0	0	0	0	0	0	0
26939	0	0	0	0	0	0	0	0	0	0
26939.04167	0	0	0	0	0	0	0	0	0	0
26939.08333	0	0	0	0	0	0	0	0	0	0
26939.125	0	0	0	0	0	0	0	0	0	0
26939.16667	0	0	0	0	0	0	0	0	0	0
26939.20833	0	0	0	0	0	0	0	0	0	0
26939.25	0	0	0	0	0	0	0	0	0	0
26939.29167	0	0	0	0	0	0	0	0	0	0
26939.33333	0	0	0	0	0	0	0	0	0	0
26939.375	0	0	0	0	0	0	0	0	0	0
26939.41667	0	0	0	0	0	0	0	0	0	0
26939.45833	0	0	0	0	0	0	0	0	0	0
26939.5	0	0	0	0	0	0	0	0	0	0
26939.54167	0	0	0	0	0	0	0	0	0	0
26939.58333	0	0	0	0	0	0	0	0	0	0
26939.625	0	0	0	0	0	0	0	0	0	0
26939.66667	0	0	0	0	0	0	0	0	0	0
26939.70833	0	0	0	0	0	0	0	0	0	0
26939.75	0	0	0	0	0	0	0	0	0	0
26939.79167	0	0	0	0	0	0	0	0	0	0
26939.83333	0	0	0	0	0	0	0	0	0	0
26939.875	0	0	0	0	0	0	0	0	0	0
26939.91667	0	0	0	0	0	0	0	0	0	0
26939.95833	0	0	0	0	0	0	0	0	0	0
26940	0	0	0	0	0	0	0	0	0	0
26940.04167	0	0	0	0	0	0	0	0	0	0
26940.08333	0	0	0	0	0	0	0	0	0	0
26940.125	0	0	0	0	0	0	0	0	0	0
26940.16667	0	0	0	0	0	0	0	0	0	0
26940.20833	0	0	0	0	0	0	0	0	0	0
26940.25	0	0	0	0	0	0	0	0	0	0
26940.29167	0	0	0	0	0	0	0	0	0	0
26940.33333	0	0	0	0	0	0	0	0	0	0
26940.375	0	0	0	0	0	0	0	0	0	0
26940.41667	0	0	0	0	0	0	0	0	0	0
26940.45833	0	0	0	0	0	0	0	0	0	0
26940.5	0	0	0	0	0	0	0	0	0	0
26940.54167	0	0	0	0	0	0	0	0	0	0
26940.58333	0	0	0	0	0	0	0	0	0	0
26940.625	0	0	0	0	0	0	0	0	0	0
26940.66667	0	0	0	0	0	0	0	0	0	0
26940.70833	0	0	0	0	0	0	0	0	0	0
26940.75	0	0	0	0	0	0	0	0	0	0
26940.79167	0	0	0	0	0	0	0	0	0	0
26940.83333	0	0	0	0	0	0	0	0	0	0
26940.875	0	0	0	0	0	0	0	0	0	0
26940.91667	0	0	0	0	0	0	0	0	0	0
26940.95833	0	0	0	0	0	0	0	0	0	0
26941	0	0	0	0	0	0	0	0	0	0
26941.04167	0	0	0	0	0	0	0	0	0	0
26941.08333	0	0	0	0	0	0	0	0	0	0
26941.125	0	0	0	0	0	0	0	0	0	0
26941.16667	0	0	0	0	0	0	0	0	0	0
26941.20833	0	0	0	0	0	0	0	0	0	0
26941.25	0	0	0	0	0	0	0	0	0	0
26941.29167	0	0	0	0	0	0	0	0	0	0
26941.33333	0	0	0	0	0	0	0	0	0	0
26941.375	0	0	0	0	0	0	0	0	0	0
26941.41667	0	0	0	0	0	0	0	0	0	0
26941.45833	0	0	0	0	0	0	0	0	0	0
26941.5	0	0	0	0	0	0	0	0	0	0
26941.54167	0	0	0	0	0	0	0	0	0	0
26941.58333	0	0	0	0	0	0	0	0	0	0
26941.625	0	0	0	0	0	0	0	0	0	0
26941.66667	0	0	0	0	0	0	0	0	0	0
26941.70833	0	0	0	0	0	0	0	0	0	0
26941.75	0	0	0	0	0	0	0	0	0	0
26941.79167	0	0	0	0	0	0	0	0	0	0
26941.83333	0	0	0	0	0	0	0	0	0	0
26941.875	0	0	0	0	0	0	0	0	0	0
26941.91667	0	0	0	0	0	0	0	0	0	0
26941.95833	0	0	0	0	0	0	0	0	0	0
26942	0	0	0	0	0	0	0	0	0	0
26942.04167	0	0	0	0	0	0	0	0	0	0
26942.08333	0	0	0	0	0	0	0	0	0	0
26942.125	0	0	0	0	0	0	0	0	0	0
26942.16667	0	0	0	0	0	0	0	0	0	0
26942.20833	0	0	0	0	0	0	0	0	0	0
26942.25	0	0	0	0	0	0	0	0	0	0
26942.29167	0	0	0	0	0	0	0	0	0	0
26942.33333	0	0	0	0	0	0	0	0	0	0
26942.375	0	0	0	0	0	0	0	0	0	0
26942.41667	0	0	0	0	0	0	0	0	0	0
26942.45833	0	0	0	0	0	0	0	0	0	0
26942.5	0	0	0	0	0	0	0	0	0	0
26942.54167	0	0	0	0	0	0	0	0	0	0
26942.58333	0	0	0	0	0	0	0	0	0	0
26942.625	0	0	0	0	0	0	0	0	0	0
26942.66667	0	0	0	0	0	0	0	0	0	0
26942.70833	0	0	0	0	0	0	0	0	0	0
26942.75	0	0	0	0	0	0	0	0	0	0
26942.79167	0	0	0	0	0	0	0	0	0	0
26942.83333	0	0	0	0	0	0	0	0	0	0
26942.875	0	0	0	0	0	0	0	0	0	0
26942.91667	0	0	0	0	0	0	0	0	0	0
26942.95833	0	0	0	0	0	0	0	0	0	0
26943	0	0	0	0	0	0	0	0	0	0
26943.04167	0	0	0	0	0	0	0	0	0	0
26943.08333	0	0	0	0	0	0	0	0	0	0
26943.125	0	0	0	0	0	0	0	0	0	0
26943.16667	0	0	0	0	0	0	0	0	0	0
26943.20833	0	0	0	0	0	0	0	0	0	0
26943.25	0	0	0	0	0	0	0	0	0	0
26943.29167	0	0	0	0	0	0	0	0	0	0
26943.33333	0	0	0	0	0	0	0	0	0	0
26943.375	0	0	0	0	0	0	0	0	0	0
26943.41667	0	0	0	0	0	0	0	0	0	0
26943.45833	0	0	0	0	0	0	0	0	0	0
26943.5	0	0	0	0	0	0	0	0	0	0
26943.54167	0	0	0	0	0	0	0	0	0	0
26943.58333	0	0	0	0	0	0	0	0	0	0
26943.625	0	0	0	0	0	0	0	0	0	0
26943.66667	0	0	0	0	0	0	0	0	0	0
26943.70833	0	0	0	0	0	0	0	0	0	0
26943.75	0	0	0	0	0	0	0	0	0	0
26943.79167	0	0	0	0	0	0	0	0	0	0
26943.83333	0	0	0	0	0	0	0	0	0	0
26943.875	0	0	0	0	0	0	0	0	0	0
26943.91667	0	0	0	0	0	0	0	0	0	0
26943.95833	0	0	0	0	0	0	0	0	0	0
26944	0	0	0	0	0	0	0	0	0	0
26944.04167	0	0	0	0	0	0	0	0	0	0
26944.08333	0	0	0	0	0	0	0	0	0	0
26944.125	0	0	0	0	0	0	0	0	0	0
26944.16667	0	0	0	0	0	0	0	0	0	0
26944.20833	0	0	0	0	0	0	0	0	0	0
26944.25	0	0	0	0	0	0	0	0	0	0
26944.29167	0	0	0	0	0	0	0	0	0	0
26944.33333	0	0	0	0	0	0	0	0	0	0
26944.375	0	0	0	0	0	0	0	0	0	0
26944.41667	0	0	0	0	0	0	0	0	0	0
26944.45833	0	0	0	0	0	0	0	0	0	0
26944.5	0	0	0	0	0	0	0	0	0	0
26944.54167	0	0	0	0	0	0	0	0	0	0
26944.58333	0	0	0	0	0	0	0	0	0	0
26944.625	0	0	0	0	0	0	0	0	0	0
26944.66667	0	0	0	0	0	0	0	0	0	0
26944.70833	0	0	0	0	0	0	0	0	0	0
26944.75	0	0	0	0	0	0	0	0	0	0
26944.79167	0	0	0	0	0	0	0	0	0	0
26944.83333	0	0	0	0	0	0	0	0	0	0
26944.875	0	0	0	0	0	0	0	0	0	0
26944.91667	0	0	0	0	0	0	0	0	0	0
26944.95833	0	0	0	0	0	0	0	0	0	0
26945	0	0	0	0	0	0	0	0	0	0
26945.04167	0	0	0	0	0	0	0	0	0	0
26945.08333	0	0	0	0	0	0	0	0	0	0
26945.125	0	0	0	0	0	0	0	0	0	0
26945.16667	0	0	0	0	0	0	0	0	0	0
26945.20833	0	0	0	0	0	0	0	0	0	0
26945.25	0	0	0	0	0	0	0	0	0	0
26945.29167	0	0	0	0	0	0	0	0	0	0
26945.33333	0	0	0	0	0	0	0	0	0	0
26945.375	0	0	0	0	0	0	0	0	0	0
26945.41667	0	0	0	0	0	0	0	0	0	0
26945.45833	0	0	0	0	0	0	0	0	0	0
26945.5	0	0	0	0	0	0	0	0	0	0
26945.54167	0	0	0	0	0	0	0	0	0	0
26945.58333	0	0	0	0	0	0	0	0	0	0
26945.625	0	0	0	0	0	0	0	0	0	0
26945.66667	0	0	0	0	0	0	0	0	0	0
26945.70833	0	0	0	0	0	0	0	0	0	0
26945.75	0	0	0	0	0	0	0	0	0	0
26945.79167	0	0	0	0	0	0	0	0	0	0
26945.83333	0	0	0	0	0	0	0	0	0	0
26945.875	0	0	0	0	0	0	0	0	0	0
26945.91667	0	0	0	0	0	0	0	0	0	0
26945.95833	0	0	0	0	0	0	0	0	0	0
26946	0	0	0	0	0	0	0	0	0	0
26946.04167	0	0	0	0	0	0	0	0	0	0
26946.08333	0	0	0	0	0	0	0	0	0	0
26946.125	0	0	0	0	0	0	0	0	0	0
26946.16667	0	0	0	0	0	0	0	0	0	0
26946.20833	0	0	0	0	0	0	0	0	0	0
26946.25	0	0	0	0	0	0	0	0	0	0
26946.29167	0	0	0	0	0	0	0	0	0	0
26946.33333	0	0	0	0	0	0	0	0	0	0
26946.375	0	0	0	0	0	0	0	0	0	0
26946.41667	0	0	0	0	0	0	0	0	0	0
26946.45833	0	0	0	0	0	0	0	0	0	0
26946.5	0	0	0	0	0	0	0	0	0	0
26946.54167	0	0	0	0	0	0	0	0	0	0
26946.58333	0	0	0	0	0	0	0	0	0	0
26946.625	0	0	0	0	0	0	0	0	0	0
26946.66667	0	0	0	0	0	0	0	0	0	0
26946.70833	0	0	0	0	0	0	0	0	0	0
26946.75	0	0	0	0	0	0	0	0	0	0
26946.79167	0	0	0	0	0	0	0	0	0	0
26946.83333	0	0	0	0	0	0	0	0	0	0
26946.875	0	0	0	0	0	0	0	0	0	0
26946.91667	0	0	0	0	0	0	0	0	0	0
26946.95833	0	0	0	0	0	0	0	0	0	0
26947	0	0	0	0	0	0	0	0	0	0
26947.04167	0	0	0	0	0	0	0	0	0	0
26947.08333	0	0	0	0	0	0	0	0	0	0
26947.125	0	0	0	0	0	0	0	0	0	0
26947.16667	0	0	0	0	0	0	0	0	0	0
26947.20833	0	0	0	0	0	0	0	0	0	0
26947.25	0	0	0	0	0	0	0	0	0	0
26947.29167	0	0	0	0	0	0	0	0	0	0
26947.33333	0	0	0	0	0	0	0	0	0	0
26947.375	0	0	0	0	0	0	0	0	0	0
26947.41667	0	0	0	0	0	0	0	0	0	0
26947.45833	0	0	0	0	0	0	0	0	0	0
26947.5	0	0	0	0	0	0	0	0	0	0
26947.54167	0	0	0	0	0	0	0	0	0	0
26947.58333	0	0	0	0	0	0	0	0	0	0
26947.625	0	0	0	0	0	0	0	0	0	0
26947.66667	0	0	0	0	0	0	0	0	0	0
26947.70833	0	0	0	0	0	0	0	0	0	0
26947.75	0	0	0	0	0	0	0	0	0	0
26947.79167	0	0	0	0	0	0	0	0	0	0
26947.83333	0	0	0	0	0	0	0	0	0	0
26947.875	0	0	0	0	0	0	0	0	0	0
26947.91667	0	0	0	0	0	0	0	0	0	0
26947.95833	0	0	0	0	0	0	0	0	0	0
26948	0	0	0	0	0	0	0	0	0	0
26948.04167	0	0	0	0	0	0	0	0	0	0
26948.08333	0	0	0	0	0	0	0	0	0	0
26948.125	0	0	0	0	0	0	0	0	0	0
26948.16667	0	0	0	0	0	0	0	0	0	0
26948.20833	0	0	0	0	0	0	0	0	0	0
26948.25	0	0	0	0	0	0	0	0	0	0
26948.29167	0	0	0	0	0	0	0	0	0	0
26948.33333	0	0	0	0	0	0	0	0	0	0
26948.375	0	0	0	0	0	0	0	0	0	0
26948.41667	0	0	0	0	0	0	0	0	0	0
26948.45833	0	0	0	0	0	0	0	0	0	0
26948.5	0	0	0	0	0	0	0	0	0	0
26948.54167	0	0	0	0	0	0	0	0	0	0
26948.58333	0	0	0	0	0	0	0	0	0	0
26948.625	0	0	0	0	0	0	0	0	0	0
26948.66667	0	0	0	0	0	0	0	0	0	0
26948.70833	0	0	0	0	0	0	0	0	0	0
26948.75	0	0	0	0	0	0	0	0	0	0
26948.79167	0	0	0	0	0	0	0	0	0	0
26948.83333	0	0	0	0	0	0	0	0	0	0
26948.875	0	0	0	0	0	0	0	0	0	0
26948.91667	0	0	0	0	0	0	0	0	0	0
26948.95833	0	0	0	0	0	0	0	0	0	0
26949	0	0	0	0	0	0	0	0	0	0
26949.04167	0	0	0	0	0	0	0	0	0	0
26949.08333	0	0	0	0	0	0	0	0	0	0
26949.125	0	0	0	0	0	0	0	0	0	0
26949.16667	0	0	0	0	0	0	0	0	0	0
26949.20833	0	0	0	0	0	0	0	0	0	0
26949.25	0	0	0	0	0	0	0	0	0	0
26949.29167	0	0	0	0	0	0	0	0	0	0
26949.33333	0	0	0	0	0	0	0	0	0	0
26949.375	0	0	0	0	0	0	0	0	0	0
26949.41667	0	0	0	0	0	0	0	0	0	0
26949.45833	0	0	0	0	0	0	0	0	0	0
26949.5	0	0	0	0	0	0	0	0	0	0
26949.54167	0	0	0	0	0	0	0	0	0	0
26949.58333	0	0	0	0	0	0	0	0	0	0
26949.625	0	0	0	0	0	0	0	0	0	0
26949.66667	0	0	0	0	0	0	0	0	0	0
26949.70833	0	0	0	0	0	0	0	0	0	0
26949.75	0	0	0	0	0	0	0	0	0	0
26949.79167	0	0	0	0	0	0	0	0	0	0
26949.83333	0	0	0	0	0	0	0	0	0	0
26949.875	0	0	0	0	0	0	0	0	0	0
26949.91667	0	0	0	0	0	0	0	0	0	0
26949.95833	0	0	0	0	0	0	0	0	0	0
26950	0	0	0	0	0	0	0	0	0	0
26950.04167	0	0	0	0	0	0	0	0	0	0
26950.08333	0	0	0	0	0	0	0	0	0	0
26950.125	0	0	0	0	0	0	0	0	0	0
26950.16667	0	0	0	0	0	0	0	0	0	0
26950.20833	0	0	0	0	0	0	0	0	0	0
26950.25	0	0	0	0	0	0	0	0	0	0
26950.29167	0	0	0	0	0	0	0	0	0	0
26950.33333	0	0	0	0	0	0	0	0	0	0
26950.375	0	0	0	0	0	0	0	0	0	0
26950.41667	0	0	0	0	0	0	0	0	0	0
26950.45833	0	0	0	0	0	0	0	0	0	0
26950.5	0	0	0	0	0	0	0	0	0	0
26950.54167	0	0	0	0	0	0	0	0	0	0
26950.58333	0	0	0	0	0	0	0	0	0	0
26950.625	0	0	0	0	0	0	0	0	0	0
26950.66667	0	0	0	0	0	0	0	0	0	0
26950.70833	0	0	0	0	0	0	0	0	0	0
26950.75	0	0	0	0	0	0	0	0	0	0
26950.79167	0	0	0	0	0	0	0	0	0	0
26950.83333	0	0	0	0	0	0	0	0	0	0
26950.875	0	0	0	0	0	0	0	0	0	0
26950.91667	0	0	0	0	0	0	0	0	0	0
26950.95833	0	0	0	0	0	0	0	0	0	0
26951	0	0	0	0	0	0	0	0	0	0
26951.04167	0	0	0	0	0	0	0	0	0	0
26951.08333	0	0	0	0	0	0	0	0	0	0
26951.125	0	0	0	0	0	0	0	0	0	0
26951.16667	0	0	0	0	0	0	0	0	0	0
26951.20833	0	0	0	0	0	0	0	0	0	0
26951.25	0	0	0	0	0	0	0	0	0	0
26951.29167	0	0	0	0	0	0	0	0	0	0
26951.33333	0	0	0	0	0	0	0	0	0	0
26951.375	0	0	0	0	0	0	0	0	0	0
26951.41667	0	0	0	0	0	0	0	0	0	0
26951.45833	0	0	0	0	0	0	0	0	0	0
26951.5	0	0	0	0	0	0	0	0	0	0
26951.54167	0	0	0	0	0	0	0	0	0	0
26951.58333	0	0	0	0	0	0	0	0	0	0
26951.625	0	0	0	0	0	0	0	0	0	0
26951.66667	0	0	0	0	0	0	0	0	0	0
26951.70833	0	0	0	0	0	0	0	0	0	0
26951.75	0	0	0	0	0	0	0	0	0	0
26951.79167	0	0	0	0	0	0	0	0	0	0
26951.83333	0	0	0	0	0	0	0	0	0	0
26951.875	0	0	0	0	0	0	0	0	0	0
26951.91667	0	0	0	0	0	0	0	0	0	0
26951.95833	0	0	0	0	0	0	0	0	0	0
26952	0	0	0	0	0	0	0	0	0	0
26952.04167	0	0	0	0	0	0	0	0	0	0
26952.08333	0	0	0	0	0	0	0	0	0	0
26952.125	0	0	0	0	0	0	0	0	0	0
26952.16667	0	0	0	0	0	0	0	0	0	0
26952.20833	0	0	0	0	0	0	0	0	0	0
26952.25	0	0	0	0	0	0	0	0	0	0
26952.29167	0	0	0	0	0	0	0	0	0	0
26952.33333	0	0	0	0	0	0	0	0	0	0
26952.375	0	0	0	0	0	0	0	0	0	0
26952.41667	0	0	0	0	0	0	0	0	0	0
26952.45833	0	0	0	0	0	0	0	0	0	0
26952.5	0	0	0	0	0	0	0	0	0	0
26952.54167	0	0	0	0	0	0	0	0	0	0
26952.58333	0	0	0	0	0	0	0	0	0	0
26952.625	0	0	0	0	0	0	0	0	0	0
26952.66667	0	0	0	0	0	0	0	0	0	0
26952.70833	0	0	0	0	0	0	0	0	0	0
26952.75	0	0	0	0	0	0	0	0	0	0
26952.79167	0	0	0	0	0	0	0	0	0	0
26952.83333	0	0	0	0	0	0	0	0	0	0
26952.875	0	0	0	0	0	0	0	0	0	0
26952.91667	0	0	0	0	0	0	0	0	0	0
26952.95833	0	0	0	0	0	0	0	0	0	0
26953	0	0	0	0	0	0	0	0	0	0
26953.04167	0	0	0	0	0	0	0	0	0	0
26953.08333	0	0	0	0	0	0	0	0	0	0
26953.125	0	0	0	0	0	0	0	0	0	0
26953.16667	0	0	0	0	0	0	0	0	0	0
26953.20833	0	0	0	0	0	0	0	0	0	0
26953.25	0	0	0	0	0	0	0	0	0	0
26953.29167	0	0	0	0	0	0	0	0	0	0
26953.33333	0	0	0	0	0	0	0	0	0	0
26953.375	0	0	0	0	0	0	0	0	0	0
26953.41667	0	0	0	0	0	0	0	0	0	0
26953.45833	0	0	0	0	0	0	0	0	0	0
26953.5	0	0	0	0	0	0	0	0	0	0
26953.54167	0	0	0	0	0	0	0	0	0	0
26953.58333	0	0	0	0	0	0	0	0	0	0
26953.625	0	0	0	0	0	0	0	0	0	0
26953.66667	0	0	0	0	0	0	0	0	0	0
26953.70833	0	0	0	0	0	0	0	0	0	0
26953.75	0	0	0	0	0	0	0	0	0	0
26953.79167	0	0	0	0	0	0	0	0	0	0
26953.83333	0	0	0	0	0	0	0	0	0	0
26953.875	0	0	0	0	0	0	0	0	0	0
26953.91667	0	0	0	0	0	0	0	0	0	0
26953.95833	0	0	0	0	0	0	0	0	0	0
26954	0	0	0	0	0	0	0	0	0	0
26954.04167	0	0	0	0	0	0	0	0	0	0
26954.08333	0	0	0	0	0	0	0	0	0	0
26954.125	0	0	0	0	0	0	0	0	0	0
26954.16667	0	0	0	0	0	0	0	0	0	0
26954.20833	0	0	0	0	0	0	0	0	0	0
26954.25	0	0	0	0	0	0	0	0	0	0
26954.29167	0	0	0	0	0	0	0	0	0	0
26954.33333	0	0	0	0	0	0	0	0	0	0
26954.375	0	0	0	0	0	0	0	0	0	0
26954.41667	0	0	0	0	0	0	0	0	0	0
26954.45833	0	0	0	0	0	0	0	0	0	0
26954.5	0	0	0	0	0	0	0	0	0	0
26954.54167	0	0	0	0	0	0	0	0	0	0
26954.58333	0	0	0	0	0	0	0	0	0	0
26954.625	0	0	0	0	0	0	0	0	0	0
26954.66667	0	0	0	0	0	0	0	0	0	0
26954.70833	0	0	0	0	0	0	0	0	0	0
26954.75	0	0	0	0	0	0	0	0	0	0
26954.79167	0	0	0	0	0	0	0	0	0	0
26954.83333	0	0	0	0	0	0	0	0	0	0
26954.875	0	0	0	0	0	0	0	0	0	0
26954.91667	0	0	0	0	0	0	0	0	0	0
26954.95833	0	0	0	0	0	0	0	0	0	0
26955	0	0	0	0	0	0	0	0	0	0
26955.04167	0	0	0	0	0	0	0	0	0	0
26955.08333	0	0	0	0	0	0	0	0	0	0
26955.125	0	0	0	0	0	0	0	0	0	0
26955.16667	0	0	0	0	0	0	0	0	0	0
26955.20833	0	0	0	0	0	0	0	0	0	0
26955.25	0	0	0	0	0	0	0	0	0	0
26955.29167	0	0	0	0	0	0	0	0	0	0
26955.33333	0	0	0	0	0	0	0	0	0	0
26955.375	0	0	0	0	0	0	0	0	0	0
26955.41667	0	0	0	0	0	0	0	0	0	0
26955.45833	0	0	0	0	0	0	0	0	0	0
26955.5	0	0	0	0	0	0	0	0	0	0
26955.54167	0	0	0	0	0	0	0	0	0	0
26955.58333	0	0	0	0	0	0	0	0	0	0
26955.625	0	0	0	0	0	0	0	0	0	0
26955.66667	0	0	0	0	0	0	0	0	0	0
26955.70833	0	0	0	0	0	0	0	0	0	0
26955.75	0	0	0	0	0	0	0	0	0	0
26955.79167	0	0	0	0	0	0	0	0	0	0
26955.83333	0	0	0	0	0	0	0	0	0	0
26955.875	0	0	0	0	0	0	0	0	0	0
26955.91667	0	0	0	0	0	0	0	0	0	0
26955.95833	0	0	0	0	0	0	0	0	0	0
26956	0	0	0	0	0	0	0	0	0	0
26956.04167	0	0	0	0	0	0	0	0	0	0
26956.08333	0	0	0	0	0	0	0	0	0	0
26956.125	0	0	0	0	0	0	0	0	0	0
26956.16667	0	0	0	0	0	0	0	0	0	0
26956.20833	0	0	0	0	0	0	0	0	0	0
26956.25	0	0	0	0	0	0	0	0	0	0
26956.29167	0	0	0	0	0	0	0	0	0	0
26956.33333	0	0	0	0	0	0	0	0	0	0
26956.375	0	0	0	0	0	0	0	0	0	0
26956.41667	0	0	0	0	0	0	0	0	0	0
26956.45833	0	0	0	0	0	0	0	0	0	0
26956.5	0	0	0	0	0	0	0	0	0	0
26956.54167	0	0	0	0	0	0	0	0	0	0
26956.58333	0	0	0	0	0	0	0	0	0	0
26956.625	0	0	0	0	0	0	0	0	0	0
26956.66667	0	0	0	0	0	0	0	0	0	0
26956.70833	0	0	0	0	0	0	0	0	0	0
26956.75	0	0	0	0	0	0	0	0	0	0
26956.79167	0	0	0	0	0	0	0	0	0	0
26956.83333	0	0	0	0	0	0	0	0	0	0
26956.875	0	0	0	0	0	0	0	0	0	0
26956.91667	0	0	0	0	0	0	0	0	0	0
26956.95833	0	0	0	0	0	0	0	0	0	0
26957	0	0	0	0	0	0	0	0	0	0
26957.04167	0	0	0	0	0	0	0	0	0	0
26957.08333	0	0	0	0	0	0	0	0	0	0
26957.125	0	0	0	0	0	0	0	0	0	0
26957.16667	0	0	0	0	0	0	0	0	0	0
26957.20833	0	0	0	0	0	0	0	0	0	0
26957.25	0	0	0	0	0	0	0	0	0	0
26957.29167	0	0	0	0	0	0	0	0	0	0
26957.33333	0	0	0	0	0	0	0	0	0	0
26957.375	0	0	0	0	0	0	0	0	0	0
26957.41667	0	0	0	0	0	0	0	0	0	0
26957.45833	0	0	0	0	0	0	0	0	0	0
26957.5	0	0	0	0	0	0	0	0	0	0
26957.54167	0	0	0	0	0	0	0	0	0	0
26957.58333	0	0	0	0	0	0	0	0	0	0
26957.625	0	0	0	0	0	0	0	0	0	0
26957.66667	0	0	0	0	0	0	0	0	0	0
26957.70833	0	0	0	0	0	0	0	0	0	0
26957.75	0	0	0	0	0	0	0	0	0	0
26957.79167	0	0	0	0	0	0	0	0	0	0
26957.83333	0	0	0	0	0	0	0	0	0	0
26957.875	0	0	0	0	0	0	0	0	0	0
26957.91667	0	0	0	0	0	0	0	0	0	0
26957.95833	0	0	0	0	0	0	0	0	0	0
26958	0	0	0	0	0	0	0	0	0	0
26958.04167	0	0	0	0	0	0	0	0	0	0
26958.08333	0	0	0	0	0	0	0	0	0	0
26958.125	0	0	0	0	0	0	0	0	0	0
26958.16667	0	0	0	0	0	0	0	0	0	0
26958.20833	0	0	0	0	0	0	0	0	0	0
26958.25	0	0	0	0	0	0	0	0	0	0
26958.29167	0	0	0	0	0	0	0	0	0	0
26958.33333	0	0	0	0	0	0	0	0	0	0
26958.375	0	0	0	0	0	0	0	0	0	0
26958.41667	0	0	0	0	0	0	0	0	0	0
26958.45833	0	0	0	0	0	0	0	0	0	0
26958.5	0	0	0	0	0	0	0	0	0	0
26958.54167	0	0	0	0	0	0	0	0	0	0
26958.58333	0	0	0	0	0	0	0	0	0	0
26958.625	0	0	0	0	0	0	0	0	0	0
26958.66667	0	0	0	0	0	0	0	0	0	0
26958.70833	0	0	0	0	0	0	0	0	0	0
26958.75	0	0	0	0	0	0	0	0	0	0
26958.79167	0	0	0	0	0	0	0	0	0	0
26958.83333	0	0	0	0	0	0	0	0	0	0
26958.875	0	0	0	0	0	0	0	0	0	0
26958.91667	0	0	0	0	0	0	0	0	0	0
26958.95833	0	0	0	0	0	0	0	0	0	0
26959	0	0	0	0	0	0	0	0	0	0
26959.04167	0	0	0	0	0	0	0	0	0	0
26959.08333	0	0	0	0	0	0	0	0	0	0
26959.125	0	0	0	0	0	0	0	0	0	0
26959.16667	0	0	0	0	0	0	0	0	0	0
26959.20833	0	0	0	0	0	0	0	0	0	0
26959.25	0	0	0	0	0	0	0	0	0	0
26959.29167	0	0	0	0	0	0	0	0	0	0
26959.33333	0	0	0	0	0	0	0	0	0	0
26959.375	0	0	0	0	0	0	0	0	0	0
26959.41667	0	0	0	0	0	0	0	0	0	0
26959.45833	0	0	0	0	0	0	0	0	0	0
26959.5	0	0	0	0	0	0	0	0	0	0
26959.54167	0	0	0	0	0	0	0	0	0	0
26959.58333	0	0	0	0	0	0	0	0	0	0
26959.625	0	0	0	0	0	0	0	0	0	0
26959.66667	0	0	0	0	0	0	0	0	0	0
26959.70833	0	0	0	0	0	0	0	0	0	0
26959.75	0	0	0	0	0	0	0	0	0	0
26959.79167	0	0	0	0	0	0	0	0	0	0
26959.83333	0	0	0	0	0	0	0	0	0	0
26959.875	0	0	0	0	0	0	0	0	0	0
26959.91667	0	0	0	0	0	0	0	0	0	0
26959.95833	0	0	0	0	0	0	0	0	0	0
26960	0	0	0	0	0	0	0	0	0	0
26960.04167	0	0	0	0	0	0	0	0	0	0
26960.08333	0	0	0	0	0	0	0	0	0	0
26960.125	0	0	0	0	0	0	0	0	0	0
26960.16667	0	0	0	0	0	0	0	0	0	0
26960.20833	0	0	0	0	0	0	0	0	0	0
26960.25	0	0	0	0	0	0	0	0	0	0
26960.29167	0	0	0	0	0	0	0	0	0	0
26960.33333	0	0	0	0	0	0	0	0	0	0
26960.375	0	0	0	0	0	0	0	0	0	0
26960.41667	0	0	0	0	0	0	0	0	0	0
26960.45833	0	0	0	0	0	0	0	0	0	0
26960.5	0	0	0	0	0	0	0	0	0	0
26960.54167	0	0	0	0	0	0	0	0	0	0
